ID,Faixa_etaria,Idade,Sexo,Genero,Cor_raca,Residencia_fixa,Tempo_rua_RJ,Voltar_cidade_natal
278,18 a 30,25,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não
279,60 a 69,61,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não
280,50 a 59,55,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
281,50 a 59,51,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
282,12 a 17,14,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
283,31 a 49,36,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
284,50 a 59,58,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
285,18 a 30,22,Masculino,Homem Cis,Preta,Sim,Mais de 1 mês até 6 meses,Não se aplica
286,50 a 59,56,Masculino,Homem Cis,Parda,Sim,Mais de 6 meses até 1 ano,Não se aplica
287,12 a 17,17,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não se aplica
288,50 a 59,51,Masculino,NS/NR,Branca,Não,Mais de 10 anos até 15 anos,Não se aplica
289,50 a 59,55,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
290,31 a 49,40,Masculino,Outro,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
291,18 a 30,24,Masculino,NS/NR,Preta,Não,Mais de 10 anos até 15 anos,Não
292,18 a 30,25,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
293,60 a 69,60,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não se aplica
294,18 a 30,24,Masculino,Homem Cis,Preta,Não,Menos de 1 mês,Não se aplica
295,31 a 49,31,Masculino,Homem Cis,Preta,Sim,Menos de 1 mês,Não se aplica
296,31 a 49,34,Masculino,Homem Cis,Parda,Não,Menos de 1 mês,Não se aplica
297,31 a 49,43,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
298,31 a 49,34,Masculino,Homem Cis,Preta,Não,Mais de 10 anos até 15 anos,Não se aplica
299,31 a 49,46,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
300,18 a 30,29,Feminino,Mulher Cis,Parda,Sim,Mais de 1 mês até 6 meses,Não se aplica
301,31 a 49,37,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não
302,31 a 49,34,Masculino,Homem Cis,Parda,Não,Menos de 1 mês,Não
303,60 a 69,60,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Sim
304,50 a 59,59,Masculino,Homem Cis,Preta,Sim,Mais de 1 ano até 5 anos,Não se aplica
305,31 a 49,38,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
306,50 a 59,58,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não
307,60 a 69,61,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
308,50 a 59,59,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
309,50 a 59,57,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não
310,31 a 49,38,Masculino,Outro,Parda,Não,Mais de 15 anos,Não se aplica
311,31 a 49,35,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
312,31 a 49,48,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
313,31 a 49,33,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Sim
314,18 a 30,30,Masculino,Homem Cis,Preta,Sim,Mais de 1 ano até 5 anos,Não se aplica
315,18 a 30,22,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
316,60 a 69,60,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não
317,31 a 49,39,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não se aplica
318,60 a 69,60,Masculino,Homem Cis,Preta,Sim,Mais de 5 ano até 10 anos,Não se aplica
319,18 a 30,25,Masculino,Homem Cis,Parda,Sim,Mais de 1 mês até 6 meses,Não se aplica
320,18 a 30,25,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
321,18 a 30,28,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não
322,50 a 59,53,Masculino,Homem Cis,Não identificada,Não,Mais de 5 ano até 10 anos,NS/NR
323,31 a 49,41,Masculino,Homem Cis,Preta,Sim,Mais de 6 meses até 1 ano,Não
324,31 a 49,31,Masculino,Homem Cis,Branca,Não,Mais de 1 mês até 6 meses,Não se aplica
325,18 a 30,30,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
326,31 a 49,41,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
327,50 a 59,53,Masculino,NS/NR,Branca,Não,Mais de 10 anos até 15 anos,Não se aplica
328,18 a 30,26,Masculino,NS/NR,Branca,Não,Mais de 1 ano até 5 anos,Não se aplica
329,31 a 49,42,Masculino,Homem Cis,Não identificada,Não,Mais de 5 ano até 10 anos,Não se aplica
330,18 a 30,22,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
331,31 a 49,39,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
332,31 a 49,40,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Sim
333,18 a 30,30,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
334,31 a 49,34,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
335,18 a 30,26,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não
336,18 a 30,20,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Sim
337,31 a 49,43,Masculino,Homem Cis,Branca,Sim,Mais de 1 ano até 5 anos,Não
338,31 a 49,40,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Sim
339,31 a 49,34,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
340,18 a 30,22,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não
341,50 a 59,57,Feminino,Mulher Cis,Preta,Não,Menos de 1 mês,Não se aplica
342,31 a 49,32,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Sim
343,31 a 49,31,Feminino,Mulher Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
344,50 a 59,58,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Sim
345,50 a 59,50,Masculino,Homem Cis,Branca,Não,Mais de 6 meses até 1 ano,Não se aplica
346,60 a 69,60,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
347,50 a 59,59,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Sim
348,31 a 49,32,Masculino,Homem Cis,Parda,Sim,Mais de 10 anos até 15 anos,Não
349,18 a 30,27,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não se aplica
350,31 a 49,45,Masculino,NS/NR,Branca,Não,Mais de 10 anos até 15 anos,Não se aplica
351,12 a 17,16,Masculino,NS/NR,Preta,Sim,Mais de 6 meses até 1 ano,Não se aplica
352,31 a 49,43,Masculino,Homem Cis,Branca,Não,Mais de 6 meses até 1 ano,Sim
353,31 a 49,38,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
354,18 a 30,29,Masculino,Homem Cis,Parda,Sim,Menos de 1 mês,Sim
355,31 a 49,32,Masculino,Homem Cis,Parda,Sim,Menos de 1 mês,Não se aplica
356,31 a 49,35,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não
357,50 a 59,51,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
358,50 a 59,50,Masculino,Homem Cis,Preta,Sim,Mais de 1 ano até 5 anos,Não se aplica
359,12 a 17,15,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
360,31 a 49,43,Masculino,Homem Cis,Branca,Não,Mais de 6 meses até 1 ano,Sim
361,31 a 49,37,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
362,31 a 49,31,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Sim
363,18 a 30,22,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
364,31 a 49,41,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Sim
365,31 a 49,48,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
366,60 a 69,62,Masculino,Homem Cis,Branca,Não,Mais de 10 anos até 15 anos,Não
367,50 a 59,59,Masculino,Homem Cis,Parda,Sim,Mais de 1 mês até 6 meses,Não se aplica
368,18 a 30,23,Masculino,Homem Cis,Parda,Sim,Mais de 6 meses até 1 ano,Não se aplica
369,18 a 30,23,Masculino,Homem Cis,Preta,Sim,Mais de 1 mês até 6 meses,Não se aplica
370,18 a 30,30,Masculino,Homem Cis,Parda,Sim,Mais de 5 ano até 10 anos,Não
371,18 a 30,22,Feminino,Mulher Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
372,18 a 30,28,Feminino,Mulher Cis,Parda,Sim,Menos de 1 mês,Não se aplica
373,31 a 49,35,Masculino,Homem Cis,Parda,Sim,Mais de 1 mês até 6 meses,Sim
374,18 a 30,30,Masculino,Homem Cis,Preta,Sim,Mais de 1 mês até 6 meses,Não se aplica
375,31 a 49,46,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
376,31 a 49,40,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
377,31 a 49,47,Masculino,Homem Cis,Parda,Sim,Menos de 1 mês,Não
378,31 a 49,40,Masculino,Homem Cis,Branca,Não,Mais de 6 meses até 1 ano,Não se aplica
379,18 a 30,22,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não
380,50 a 59,58,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não
381,50 a 59,58,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
382,31 a 49,43,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não
383,31 a 49,42,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
384,60 a 69,66,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não se aplica
385,31 a 49,35,Feminino,Mulher Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
386,31 a 49,40,Masculino,Homem Cis,Parda,Não,Menos de 1 mês,Sim
387,31 a 49,35,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
388,50 a 59,50,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não
389,18 a 30,26,Feminino,Mulher Cis,Parda,Não,Mais de 1 mês até 6 meses,Não
390,31 a 49,38,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Sim
391,31 a 49,38,Masculino,Homem Cis,Parda,Sim,Menos de 1 mês,Não se aplica
392,18 a 30,22,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
393,31 a 49,33,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não se aplica
394,31 a 49,38,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Sim
395,31 a 49,35,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
396,18 a 30,23,Masculino,Homem Cis,Preta,Sim,Menos de 1 mês,Sim
397,31 a 49,31,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
398,50 a 59,52,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
399,18 a 30,25,Masculino,Outro,Branca,Não,Mais de 5 ano até 10 anos,Sim
400,50 a 59,53,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
401,50 a 59,50,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
402,50 a 59,51,Feminino,Mulher Cis,Branca,Não,Mais de 15 anos,Não se aplica
403,31 a 49,33,Feminino,Mulher Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
404,31 a 49,41,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não
405,31 a 49,39,Masculino,Homem Cis,Branca,Não,Mais de 1 mês até 6 meses,Não se aplica
406,50 a 59,53,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
407,60 a 69,61,Masculino,Homem Cis,Branca,Não,Mais de 5 ano até 10 anos,Não se aplica
408,31 a 49,42,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
409,31 a 49,35,Feminino,Mulher Cis,Branca,Não,Mais de 6 meses até 1 ano,Não
410,31 a 49,43,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
411,31 a 49,36,Feminino,Mulher Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
412,31 a 49,33,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Não se aplica
413,31 a 49,46,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Não se aplica
414,31 a 49,31,Masculino,Homem Cis,Parda,Sim,Mais de 15 anos,Não se aplica
415,31 a 49,34,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
416,50 a 59,55,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não
417,50 a 59,55,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
418,50 a 59,59,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
419,31 a 49,42,Masculino,Homem Cis,Preta,Sim,Mais de 15 anos,Não se aplica
420,31 a 49,38,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Não se aplica
421,31 a 49,38,Feminino,Mulher Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
422,31 a 49,39,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
423,31 a 49,45,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
424,18 a 30,23,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
425,31 a 49,34,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não se aplica
426,18 a 30,28,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
427,31 a 49,41,Masculino,Homem Cis,Branca,Não,Mais de 1 mês até 6 meses,Não se aplica
428,18 a 30,22,Masculino,Homem Cis,Parda,Sim,Menos de 1 mês,Não se aplica
429,18 a 30,28,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não se aplica
430,31 a 49,35,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Não se aplica
431,31 a 49,40,Feminino,Outro,Parda,Sim,Mais de 1 ano até 5 anos,Sim
432,31 a 49,48,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Sim
433,50 a 59,53,Masculino,Homem Cis,Preta,Sim,Mais de 10 anos até 15 anos,Não se aplica
434,31 a 49,39,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
435,50 a 59,55,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
436,31 a 49,45,Masculino,Homem Cis,Preta,Sim,Mais de 1 mês até 6 meses,Não
437,18 a 30,28,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
438,31 a 49,37,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
439,31 a 49,45,Masculino,Homem Cis,Branca,Não,Mais de 10 anos até 15 anos,Não se aplica
440,31 a 49,38,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
441,31 a 49,31,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não
442,60 a 69,62,Masculino,Homem Cis,Parda,Sim,Mais de 15 anos,Sim
443,50 a 59,53,Masculino,Homem Cis,Parda,Sim,Mais de 1 mês até 6 meses,Não se aplica
444,31 a 49,38,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
445,18 a 30,28,Masculino,Homem Cis,Branca,Sim,Mais de 1 mês até 6 meses,Não
446,50 a 59,51,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
447,31 a 49,34,Masculino,Homem Cis,Parda,Sim,Mais de 1 mês até 6 meses,Não se aplica
448,31 a 49,40,Masculino,Homem Cis,Branca,Não,Mais de 1 mês até 6 meses,Não
449,60 a 69,64,Masculino,Homem Cis,Parda,Sim,Mais de 15 anos,Não se aplica
450,31 a 49,45,Masculino,Homem Cis,Branca,Não,Mais de 5 ano até 10 anos,Não se aplica
451,31 a 49,40,Masculino,Homem Cis,Branca,Sim,Menos de 1 mês,Não se aplica
452,31 a 49,43,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
453,31 a 49,33,Masculino,Homem Cis,Parda,Sim,Mais de 10 anos até 15 anos,Não se aplica
454,18 a 30,22,Masculino,Mulher Trans,Preta,Sim,Mais de 6 meses até 1 ano,Não se aplica
455,50 a 59,55,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não
456,31 a 49,49,Masculino,Homem Cis,Preta,Sim,Mais de 6 meses até 1 ano,Não se aplica
457,31 a 49,40,Masculino,Homem Cis,Branca,Não,Mais de 1 mês até 6 meses,Não
458,60 a 69,60,Feminino,Mulher Cis,Branca,Não,Mais de 1 mês até 6 meses,Não se aplica
459,31 a 49,38,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Sim
460,31 a 49,46,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não se aplica
461,18 a 30,27,Masculino,Homem Cis,Parda,Não,Menos de 1 mês,Não se aplica
462,31 a 49,36,Masculino,Homem Cis,Branca,Não,Mais de 6 meses até 1 ano,Não
463,50 a 59,51,Masculino,Homem Cis,Preta,Sim,Mais de 6 meses até 1 ano,Não se aplica
464,31 a 49,33,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
465,31 a 49,43,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
466,18 a 30,28,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
467,31 a 49,46,Masculino,Homem Cis,Indígena,Não,Mais de 5 ano até 10 anos,Sim
468,31 a 49,49,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Não se aplica
469,50 a 59,54,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não
470,60 a 69,64,Feminino,Mulher Cis,Indígena,Não,Mais de 1 mês até 6 meses,NS/NR
471,18 a 30,26,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
472,18 a 30,23,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Sim
473,50 a 59,54,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
474,18 a 30,30,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não
475,18 a 30,26,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não
476,31 a 49,48,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
477,31 a 49,42,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
478,31 a 49,42,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
479,50 a 59,52,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não
480,31 a 49,47,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Sim
481,18 a 30,24,Feminino,Mulher Cis,Preta,Sim,Menos de 1 mês,Não
482,31 a 49,47,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
483,50 a 59,53,Masculino,Outro,Branca,Sim,Mais de 5 ano até 10 anos,Não
484,31 a 49,38,Masculino,Homem Cis,Preta,Sim,Mais de 1 ano até 5 anos,Não se aplica
485,31 a 49,49,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
486,50 a 59,54,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
487,18 a 30,30,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Não se aplica
488,31 a 49,46,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Sim
489,18 a 30,23,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
490,31 a 49,46,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
491,31 a 49,36,Feminino,Mulher Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
492,50 a 59,52,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
493,60 a 69,66,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não
494,31 a 49,32,Feminino,Mulher Cis,Parda,Não,Mais de 5 ano até 10 anos,Não
495,18 a 30,24,Feminino,Mulher Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
496,18 a 30,25,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Sim
497,60 a 69,64,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não
498,18 a 30,29,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
499,70 a 79,73,Masculino,Homem Cis,Preta,Sim,Mais de 15 anos,Não se aplica
500,31 a 49,35,Masculino,Outro,Branca,Sim,Mais de 6 meses até 1 ano,Não
501,50 a 59,52,Masculino,Outro,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
502,18 a 30,23,Feminino,Mulher Cis,Parda,Sim,Mais de 1 mês até 6 meses,Sim
503,31 a 49,35,Masculino,Homem Cis,Branca,Não,Mais de 1 mês até 6 meses,Não
504,31 a 49,41,Masculino,Homem Cis,Parda,Sim,Mais de 1 mês até 6 meses,Sim
505,18 a 30,27,Masculino,Mulher Trans,Preta,Não,Mais de 6 meses até 1 ano,Não
506,31 a 49,32,Feminino,Mulher Cis,Branca,Não,Menos de 1 mês,Não se aplica
507,50 a 59,56,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
508,31 a 49,35,Feminino,Mulher Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
509,18 a 30,25,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Sim
510,31 a 49,33,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
511,31 a 49,37,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
512,18 a 30,27,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não
513,31 a 49,46,Feminino,Mulher Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
514,31 a 49,33,Masculino,Homem Cis,Preta,Não,Mais de 10 anos até 15 anos,Não se aplica
515,31 a 49,31,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
516,31 a 49,46,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
517,31 a 49,44,Masculino,Homem Cis,Branca,Não,Mais de 10 anos até 15 anos,Não se aplica
518,60 a 69,66,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
519,31 a 49,33,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
520,50 a 59,57,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
521,31 a 49,32,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
522,18 a 30,23,Masculino,Mulher Trans,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
523,31 a 49,46,Feminino,Mulher Cis,Preta,Não,Mais de 6 meses até 1 ano,Sim
524,31 a 49,41,Feminino,Mulher Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
525,18 a 30,25,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
526,60 a 69,66,Feminino,Mulher Cis,Parda,Não,Mais de 10 anos até 15 anos,Sim
527,31 a 49,48,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
528,31 a 49,47,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não
529,31 a 49,48,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não
530,18 a 30,30,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Sim
531,31 a 49,44,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Sim
532,31 a 49,48,Masculino,Homem Cis,Branca,Sim,Mais de 1 ano até 5 anos,Não
533,31 a 49,44,Masculino,Homem Cis,Preta,Sim,Mais de 1 ano até 5 anos,Não se aplica
534,31 a 49,32,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não
535,50 a 59,55,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
536,50 a 59,53,Masculino,Travesti,Parda,Não,Mais de 1 ano até 5 anos,Não
537,50 a 59,50,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
538,31 a 49,34,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
539,31 a 49,48,Masculino,Outro,Parda,Não,Mais de 15 anos,Não se aplica
540,31 a 49,48,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
541,31 a 49,47,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Não se aplica
542,31 a 49,40,Feminino,Mulher Cis,Preta,Não,Menos de 1 mês,Não
543,18 a 30,18,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não
544,50 a 59,50,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não
545,31 a 49,35,Masculino,Homem Cis,Branca,Não,Mais de 10 anos até 15 anos,Não se aplica
546,31 a 49,40,Feminino,Mulher Cis,Preta,Não,Mais de 15 anos,Não se aplica
547,31 a 49,46,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
548,18 a 30,18,Masculino,Mulher Trans,Não identificada,Não,Mais de 5 ano até 10 anos,Não se aplica
